Loan_ID,Gender,Married,Dependents,Education,Self_Employed,Age,Credit_Score,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Purpose,Employment_Years,Debt_to_Income,Interest_Rate,Monthly_Payment,Loan_Status
LP10021,Female,,2,Graduate,No,44,,2591,923,900,,1,Urban,Home Purchase,1,52.36,13.12,10040.28,Y
LP10022,Female,,3+,Graduate,,26,402,,1688,900,360,0,Semiurban,Medical,1,65.47,13.34,10195.53,N
LP10023,Male,Yes,2,Graduate,Yes,35,384,4309,0,900,240,0,Rural,Home Improvement,3,44.81,19.89,15211.75,Y
LP10024,Female,No,2,Graduate,Yes,28,322,2077,761,900,,0,Rural,,2,49.08,17.63,13292.21,N
LP10025,Female,No,,Graduate,,22,533,2344,171,,360,0,Urban,Education,0,47.13,15.93,12052.03,N
LP10026,Female,Yes,0,Not Graduate,Yes,31,525,1000,,900,60,1,Semiurban,Debt Consolidation,2,60.68,9.61,18950.09,N
LP10027,Male,No,,Not Graduate,No,21,600,3715,1292,900,240,0,Urban,Debt Consolidation,0,53.4,14.48,11506.79,N
LP10028,Female,,2,Graduate,No,36,507,4458,,900,360,1,Urban,,3,45.4,,11121.34,Y
LP10029,Female,Yes,3+,Not Graduate,,21,500,3655,0,900,120,0,Rural,Medical,1,28.76,12.25,13042.79,N
LP10030,Male,,0,Not Graduate,No,26,559,2627,54,900,60,0,Urban,,4,47.81,15.89,,Y
LP10031,Female,Yes,3+,Not Graduate,Yes,41,416,1000,701,900,240,1,,Home Purchase,1,49.42,13.42,10814.61,N
LP10032,Female,No,1,Not Graduate,,22,460,5864,0,900,360,0,Rural,Home Improvement,4,67.5,,5987.72,Y
LP10033,Male,No,2,Graduate,Yes,40,,1198,1178,900,240,1,,Medical,3,38.44,9.14,8178.75,N
LP10034,Female,Yes,0,Not Graduate,No,,347,3103,1100,900,180,1,Rural,Home Purchase,5,23.47,15.23,12738.36,N
LP10035,Female,No,2,,Yes,44,455,1054,0,900,360,1,Rural,Home Improvement,4,40.32,18.4,13857.89,Y
LP10036,Male,Yes,0,Not Graduate,No,,367,2578,735,900,240,1,Rural,Medical,1,,12.51,10231.61,N
LP10037,Female,,3+,Not Graduate,No,33,395,3079,1263,900,360,0,,Medical,,34.64,13.95,10628.24,N
LP10038,Male,No,3+,Not Graduate,,28,352,1000,86,900,120,1,Rural,Debt Consolidation,4,45.1,15.54,14819.2,N
LP10039,Male,No,3+,Not Graduate,Yes,29,512,2277,0,900,180,0,Semiurban,Business,1,28.37,19.44,15435.6,N
LP10040,Male,,1,Graduate,No,41,588,1000,1578,900,360,0,Semiurban,Education,0,51.76,13.3,10167.27,N
LP10041,Male,No,3+,Not Graduate,No,26,473,1598,,900,120,0,Rural,Home Improvement,0,49.16,14.5,14245.81,Y
LP10042,Male,No,0,Not Graduate,No,22,418,4006,3239,900,360,,Rural,Business,2,58.3,12.08,9312.97,N
LP10043,Male,,2,,Yes,29,549,2900,0,,360,0,Rural,Home Purchase,0,36.79,9.1,,Y
LP10044,Male,Yes,,Not Graduate,No,25,536,2862,120,900,360,,Rural,Education,0,31.41,13.05,9990.98,Y
LP10045,Female,No,1,Not Graduate,No,21,459,3721,0,900,120,1,Rural,Vehicle,1,37.07,12.85,13358.46,N
LP10046,,Yes,0,Not Graduate,Yes,38,419,,989,900,120,0,Rural,Medical,1,,17.27,15796.11,N
LP10047,Female,,2,Graduate,No,26,,1498,1013,900,60,1,Rural,Business,2,,14.31,21086.35,Y
LP10048,Male,,3+,Not Graduate,Yes,32,483,2749,619,900,180,0,Rural,,4,,17.81,14370.93,N
LP10049,Male,No,0,Graduate,No,,552,2686,756,900,120,,Semiurban,Vehicle,0,46.64,12.58,13215.94,N
LP10050,Female,Yes,2,Not Graduate,No,23,494,2875,143,900,360,0,Rural,,0,68.37,14.4,10949.42,Y
LP10051,Female,No,2,Graduate,Yes,21,486,1361,150,900,180,1,,Education,0,43.33,20.16,15913.16,N
LP10052,Female,No,3+,Not Graduate,,39,471,2168,1059,900,240,0,Rural,Medical,1,32.85,11.8,9784.57,N
LP10053,Female,Yes,3+,Graduate,No,31,421,5759,2491,900,60,1,Urban,Debt Consolidation,1,50.1,10.81,19483.01,N
LP10054,,No,0,Not Graduate,Yes,26,423,3327,55,900,360,1,Rural,Home Purchase,,59.58,16.43,12415.36,N
LP10055,Female,Yes,0,Not Graduate,,35,507,4266,0,,,0,Semiurban,Vehicle,4,35.69,15.28,11581.77,N
LP10056,Male,Yes,3+,,Yes,21,538,2583,1073,900,360,0,Urban,Vehicle,0,50.03,11.54,8940.1,N
LP10057,Female,No,3+,Not Graduate,Yes,35,453,3793,180,900,120,1,Semiurban,Education,4,43.9,15.82,14975.38,N
LP10058,Female,Yes,0,Graduate,No,54,587,3869,1565,900,240,,Urban,Home Improvement,3,55.09,16.8,13064.5,Y
LP10059,Female,No,3+,Graduate,No,33,594,2037,147,900,360,0,Semiurban,Education,0,62.59,11.71,,Y
LP10060,Female,Yes,3+,,No,23,481,3446,0,900,360,1,Rural,Education,1,50.54,15.34,11625.07,N
LP10061,Male,Yes,1,Graduate,No,33,468,5263,1469,900,360,1,Semiurban,Home Improvement,2,30.21,,9333.79,N
LP10062,Female,,2,Graduate,Yes,33,461,3337,726,900,60,0,Rural,Home Improvement,0,61.05,12.83,20399.53,Y
LP10063,Female,No,2,Not Graduate,No,28,474,5516,76,900,240,0,Rural,Education,,54.36,14.56,11559.57,N
LP10064,Male,No,2,Graduate,No,35,352,2160,1641,900,,0,Rural,Business,3,,12.01,9916.05,N
LP10065,Male,,3+,Not Graduate,No,51,461,1000,25,900,240,1,,Debt Consolidation,3,50.01,15.17,11964.31,N
LP10066,Female,Yes,2,Graduate,Yes,29,544,2829,1589,900,240,0,Semiurban,Vehicle,5,53.23,10.37,8906.96,N
LP10067,Male,No,1,Graduate,No,42,449,3144,0,900,120,0,Rural,Medical,1,39.68,21.81,18486.43,N
LP10068,Female,No,0,Graduate,No,35,597,,408,900,240,1,Urban,Home Purchase,1,40.82,,15622.11,N
LP10069,Male,No,3+,,Yes,33,428,3219,0,900,360,0,Rural,Business,4,41.64,16.78,12670.45,N
LP10070,Male,No,3+,Not Graduate,No,21,549,3981,727,900,60,1,Rural,Home Improvement,,53.88,19.23,23460.54,N
LP10071,,,2,Not Graduate,,29,436,4030,2000,900,360,1,Semiurban,Medical,1,66.24,10.17,8011.44,N
LP10072,Female,Yes,3+,Not Graduate,,21,469,4713,,900,360,1,,Home Purchase,1,59.71,17.43,13145.65,N
LP10073,Male,No,3+,Graduate,No,40,,3302,0,900,180,0,Semiurban,Debt Consolidation,2,72.57,10.14,9748.67,N
LP10074,Female,Yes,2,Graduate,No,21,544,1060,933,900,60,1,,,1,52.13,11.46,19775.28,N
LP10075,Male,,1,Graduate,,38,512,4943,,900,180,1,,Medical,5,67.83,15.29,12775.53,N
LP10076,Male,Yes,2,Graduate,Yes,24,465,2465,219,900,,1,Rural,,0,,13.89,10585.54,N
LP10077,Female,Yes,0,Not Graduate,No,41,510,4520,76,900,240,0,Semiurban,Medical,3,40.88,11.35,9505.02,Y
LP10078,Female,,1,,No,39,407,3098,952,900,60,1,Urban,,1,50.04,15.45,21624.11,N
LP10079,,Yes,2,Graduate,Yes,41,416,1260,380,900,60,1,Urban,Medical,0,42.97,9.01,18686.89,Y
LP10080,Male,No,2,Not Graduate,Yes,37,438,6395,1513,900,360,0,,,1,33.62,13.82,10535.75,N
LP10081,Female,No,3+,Graduate,No,26,,,0,900,120,0,Rural,Home Improvement,0,37.08,15.58,14841.46,Y
LP10082,Female,No,3+,Not Graduate,No,35,435,5376,1170,900,180,0,Semiurban,Vehicle,0,38.55,15.9,13155.61,N
LP10083,Male,Yes,3+,Graduate,No,32,395,3283,150,900,,1,Semiurban,Home Improvement,2,37.97,11.16,12479.15,Y
LP10084,Female,Yes,3+,Graduate,,25,600,6499,0,900,240,0,Semiurban,Debt Consolidation,4,58.92,9.37,8312.93,N
LP10085,,No,2,,No,35,549,2981,0,900,180,0,Semiurban,Vehicle,2,50.7,14.41,,N
LP10086,Male,No,1,Not Graduate,Yes,21,388,3735,1911,900,,1,Urban,Home Improvement,3,53.22,10.45,8955.21,Y
LP10087,Male,No,,Not Graduate,No,30,592,6389,410,900,240,0,Rural,Debt Consolidation,3,61.94,8.34,,N
LP10088,Female,,,Not Graduate,No,37,460,3068,568,900,,1,Rural,Home Improvement,3,37.19,15.14,,Y
LP10089,Female,Yes,1,Not Graduate,No,22,370,1379,2457,900,240,0,Semiurban,Home Purchase,3,42.57,11.7,9722.19,N
LP10090,Female,Yes,,Not Graduate,No,31,401,1479,135,,360,1,Rural,Home Improvement,3,,,11675.62,N
LP10091,,No,3+,Not Graduate,,23,376,1000,1816,900,240,0,Semiurban,Education,4,40.95,,13634.07,N
LP10092,Female,Yes,1,Not Graduate,,53,479,5146,0,900,240,0,Rural,Vehicle,0,58.39,15.99,12514.55,N
LP10093,Female,Yes,0,Not Graduate,Yes,34,450,5254,23,900,240,0,Rural,Home Improvement,0,45.72,18.05,13924.44,N
LP10094,Male,No,0,Graduate,No,31,403,5320,0,900,240,1,,Business,,49.18,7.0,6977.69,N
LP10095,Male,No,2,Graduate,No,,600,2865,906,900,120,0,Rural,Medical,0,58.18,16.78,15516.55,Y
LP10096,Male,No,0,Not Graduate,Yes,,494,4730,99,900,60,0,Rural,,0,67.69,13.64,20773.83,N
LP10097,Male,No,2,Not Graduate,No,44,361,3288,785,900,,1,Rural,Business,4,38.6,14.46,10992.36,N
LP10098,Male,No,3+,Graduate,Yes,24,529,7218,305,20,240,0,Semiurban,Business,3,,,315.3,Y
LP10099,,No,3+,Graduate,No,31,399,4322,0,900,,1,Urban,Debt Consolidation,0,44.45,,9654.23,N
LP10100,Female,No,3+,Not Graduate,No,21,,1000,138,900,,0,Rural,Medical,,55.67,14.95,11817.87,N
LP10101,Female,No,,Graduate,,22,,,923,900,180,1,Semiurban,Home Purchase,2,,14.06,,N
LP10102,Male,No,3+,Graduate,Yes,31,564,,0,900,360,1,Urban,Debt Consolidation,2,,9.72,7712.57,N
LP10103,Male,Yes,1,Not Graduate,No,21,488,2478,704,900,120,0,Semiurban,Business,4,63.59,19.57,17137.2,N
LP10104,Female,No,2,Graduate,,40,413,1000,850,900,240,1,Semiurban,Medical,0,47.17,11.6,,Y
LP10105,Male,Yes,,Graduate,No,21,402,2983,943,,240,0,Semiurban,Education,0,23.44,,9604.07,N
LP10106,Female,No,3+,Graduate,Yes,30,420,1000,,900,360,0,,Home Improvement,1,58.4,11.85,9153.73,N
LP10107,Male,Yes,3+,Graduate,No,29,392,,0,900,240,0,Rural,Education,1,43.39,15.83,12406.66,N
LP10108,Female,Yes,1,Graduate,Yes,44,470,6849,1495,900,60,0,Rural,Vehicle,,29.97,15.87,21824.13,N
LP10109,Male,,3+,Not Graduate,Yes,42,525,2612,1680,900,60,1,Rural,Home Improvement,3,47.58,19.0,23346.5,N
LP10110,Female,Yes,3+,Graduate,Yes,38,422,5404,0,900,180,1,Rural,Medical,1,44.62,14.16,12082.57,Y
LP10111,Female,No,3+,Not Graduate,Yes,32,407,4750,0,900,,1,Urban,Medical,0,40.34,13.63,13774.46,N
LP10112,Male,Yes,3+,Graduate,Yes,23,435,1000,,900,120,0,Rural,Home Improvement,,43.01,12.38,13110.86,N
LP10113,Female,No,2,Not Graduate,No,46,354,4114,1453,900,360,0,Semiurban,Education,2,44.73,8.09,6660.43,Y
LP10114,Male,Yes,3+,,,32,,4943,552,900,360,,Urban,Debt Consolidation,2,,16.84,12714.23,Y
LP10115,Male,Yes,2,Not Graduate,No,33,561,2933,697,900,360,0,Semiurban,Home Purchase,0,,13.13,10047.33,Y
LP10116,Female,Yes,1,,Yes,42,600,3869,861,,120,0,Rural,Education,0,37.5,11.47,12638.15,N
LP10117,Male,No,0,Not Graduate,No,29,511,5742,1684,900,240,0,Urban,,,33.66,18.69,14369.52,N
LP10118,Female,Yes,1,Not Graduate,Yes,,470,1000,210,900,180,1,Semiurban,Debt Consolidation,2,,10.86,10150.39,N
LP10119,Male,No,2,Not Graduate,No,48,399,2642,166,900,240,1,Semiurban,Medical,2,44.79,17.31,13413.79,Y
LP10120,Male,,1,Not Graduate,,23,,1662,569,900,360,0,Rural,Home Purchase,0,35.11,11.92,9202.13,N
LP10121,Female,No,3+,Not Graduate,,32,435,1627,641,900,240,0,Semiurban,Debt Consolidation,4,24.17,11.62,9672.39,N
LP10122,Male,No,1,Not Graduate,No,21,,2490,291,900,,,Semiurban,Medical,2,42.53,14.52,14256.74,N
LP10123,Male,,3+,Graduate,Yes,24,507,5889,0,900,360,0,Semiurban,Vehicle,3,49.34,21.26,15973.69,N
LP10124,Female,,1,Not Graduate,No,34,572,6273,522,900,360,1,Urban,Education,2,47.43,8.88,7164.03,N
LP10125,Male,Yes,1,Graduate,Yes,43,556,2704,2792,900,240,0,Semiurban,Vehicle,5,65.96,20.55,15678.86,N
LP10126,Female,No,0,Not Graduate,Yes,46,400,3626,328,,,0,Urban,Home Purchase,3,39.33,15.72,12332.63,N
LP10127,Female,Yes,1,Graduate,,46,483,1000,654,900,360,0,Semiurban,Home Improvement,,40.29,11.99,9250.59,N
LP10128,Male,Yes,1,Not Graduate,No,31,310,4225,1081,900,360,0,Semiurban,Home Purchase,1,40.34,10.91,8509.76,N
LP10129,Male,Yes,0,Not Graduate,,21,460,3923,0,900,240,1,Rural,Debt Consolidation,0,59.07,15.28,12037.72,N
LP10130,Female,Yes,2,Graduate,No,46,,5820,0,900,60,,Rural,Home Improvement,0,46.0,10.9,,Y
LP10131,Female,Yes,1,Not Graduate,No,30,436,5600,0,900,180,1,Rural,Business,3,41.26,10.37,9876.18,N
LP10132,,Yes,3+,Graduate,No,28,577,1000,354,900,240,0,Rural,Medical,2,27.89,15.36,12091.19,N
LP10133,Female,No,2,Graduate,,37,557,,154,900,180,1,Rural,Home Improvement,2,50.73,21.73,16968.5,N
LP10134,Male,Yes,1,Not Graduate,No,35,479,4822,692,900,120,0,Rural,Vehicle,3,51.24,,15273.07,Y
LP10135,Male,,2,Graduate,No,,555,1000,1658,900,360,1,Rural,Business,,,15.48,11726.2,N
LP10136,Female,Yes,3+,Not Graduate,,21,446,1561,0,900,120,0,Semiurban,Vehicle,0,42.83,11.49,12648.44,N
LP10137,Male,No,1,Graduate,No,37,411,5191,154,900,360,0,Rural,Education,0,50.91,10.0,7898.14,N
LP10138,Male,No,3+,Graduate,Yes,,,3256,1273,900,360,1,,Education,,54.48,18.79,14145.16,Y
LP10139,,Yes,2,,Yes,25,588,3681,,900,,1,Rural,Vehicle,3,,14.4,10949.42,Y
LP10140,Female,Yes,1,Not Graduate,No,,537,2848,0,,360,1,Semiurban,Business,2,56.1,15.09,11444.8,N
LP10141,Female,No,,,No,36,415,3669,1046,900,360,0,Semiurban,Home Improvement,5,,,15832.57,Y
LP10142,Female,No,3+,Not Graduate,No,22,523,4094,1449,900,240,,Rural,Medical,2,23.44,14.69,11645.48,N
LP10143,Male,No,0,Not Graduate,No,21,579,2874,690,900,180,1,Semiurban,Home Improvement,,35.42,7.7,8445.73,N
LP10144,Male,No,3+,Not Graduate,Yes,34,401,2785,1304,900,240,0,Rural,,4,22.23,17.96,13862.1,N
LP10145,Male,No,1,Not Graduate,Yes,33,517,,154,900,360,1,Rural,Medical,,41.18,20.22,15202.1,N
LP10146,Male,No,3+,Graduate,No,43,520,3386,772,,120,0,Urban,,1,,9.73,11759.41,N
LP10147,Male,No,2,Not Graduate,Yes,36,,1824,749,900,240,0,Semiurban,,3,40.17,7.0,,N
LP10148,Male,No,0,Not Graduate,No,21,353,3546,171,900,60,0,Rural,Education,2,42.23,20.21,23949.78,N
LP10149,Male,Yes,0,Graduate,No,42,448,2152,292,900,360,0,Urban,Business,6,54.57,11.25,8741.35,N
LP10150,Female,No,0,,No,46,451,1000,,900,360,0,Rural,Medical,1,50.62,17.2,12977.29,N
LP10151,Male,Yes,1,Graduate,No,31,349,2532,178,900,180,1,,Home Purchase,1,53.15,,,N
LP10152,Male,Yes,2,Graduate,Yes,35,436,3437,,900,180,,Urban,Vehicle,2,60.19,10.48,9937.43,Y
LP10153,Female,Yes,0,Not Graduate,Yes,36,394,5069,699,900,180,0,Semiurban,Home Improvement,3,59.63,13.68,11792.8,N
LP10154,Male,Yes,3+,Not Graduate,No,21,,1000,667,900,,0,Rural,Debt Consolidation,3,57.03,10.47,12129.04,N
LP10155,Female,No,2,Graduate,Yes,47,480,,593,900,240,1,Urban,Home Purchase,1,37.51,18.2,14028.48,N
LP10156,Male,No,3+,Graduate,Yes,21,,5698,250,900,240,,Rural,Vehicle,0,46.35,13.84,11087.26,N
LP10157,Male,No,1,Graduate,Yes,28,516,3430,1387,900,360,1,Semiurban,Vehicle,2,62.29,19.68,14802.37,N
LP10158,,No,1,Graduate,No,35,342,4531,373,900,360,,Rural,Home Improvement,4,48.48,12.53,9626.28,N
LP10159,Male,No,2,Not Graduate,No,34,600,3369,0,,240,1,Rural,Home Purchase,0,66.44,,6977.69,N
LP10160,Male,No,2,,Yes,,389,5215,356,900,240,0,Semiurban,,4,34.74,,,N
LP10161,,No,2,Not Graduate,No,22,600,1536,0,900,,0,Rural,Home Improvement,0,37.37,14.45,10985.2,N
LP10162,Male,Yes,3+,,Yes,33,398,2722,0,900,360,0,Urban,Debt Consolidation,1,38.99,16.86,12728.83,Y
LP10163,Male,No,3+,Graduate,No,38,536,2765,281,900,120,0,Rural,Education,1,48.5,13.21,13549.67,N
LP10164,Male,Yes,2,,No,21,467,3080,1777,,360,1,Semiurban,Home Purchase,0,20.34,12.2,9396.3,Y
LP10165,Male,No,1,,,32,,2858,0,900,360,0,Urban,Business,0,61.56,10.01,7904.8,N
LP10166,Male,Yes,0,Not Graduate,No,21,448,1823,0,900,360,1,Urban,Home Improvement,0,54.03,18.11,13644.6,N
LP10167,Female,No,2,,No,44,436,1000,839,900,,0,Rural,Medical,0,,15.82,11972.27,N
LP10168,,No,2,Graduate,Yes,21,500,2478,0,900,240,1,Rural,Business,1,,20.86,15899.14,N
LP10169,Female,No,1,Not Graduate,Yes,35,537,2032,724,900,360,,Semiurban,Vehicle,0,51.94,13.65,10415.03,N
LP10170,Male,No,3+,Not Graduate,No,52,432,4209,1574,900,60,0,Semiurban,Medical,5,35.25,,21091.04,N
LP10171,,No,2,Graduate,No,43,372,4027,412,900,,0,Semiurban,Debt Consolidation,2,37.33,20.87,15684.1,N
LP10172,Male,Yes,1,Graduate,No,39,528,3037,614,900,180,0,Urban,Education,3,53.21,7.0,8089.45,Y
LP10173,Male,Yes,2,Not Graduate,Yes,29,509,,1360,900,60,0,Rural,Vehicle,3,36.59,15.2,,N
LP10174,Female,Yes,3+,,No,36,486,1000,612,900,360,0,Rural,Medical,2,56.05,14.01,10670.97,N
LP10175,Female,No,1,Graduate,,41,411,1987,447,900,60,0,Rural,Vehicle,2,64.04,16.03,21900.6,N
LP10176,Female,No,3+,Not Graduate,No,37,432,,842,900,360,1,Urban,Debt Consolidation,1,47.78,14.46,10992.36,N
LP10177,Male,Yes,1,,No,55,516,2588,121,900,240,1,Rural,Home Purchase,1,38.96,13.59,10924.7,Y
LP10178,Male,No,1,Not Graduate,No,21,456,3744,381,900,360,0,Urban,Medical,0,61.65,9.37,7482.47,Y
LP10179,Male,No,0,Graduate,Yes,29,435,7548,1049,900,180,1,Semiurban,Medical,,53.19,21.66,16921.06,N
LP10180,,Yes,3+,,No,43,569,2767,1484,900,360,0,Semiurban,Education,1,45.39,,13116.35,Y
LP10181,Female,Yes,0,Not Graduate,No,32,451,4106,1869,900,360,0,Rural,Medical,3,53.36,11.88,9174.46,N
LP10182,Male,No,2,Not Graduate,Yes,32,505,2991,1105,900,,1,Urban,Vehicle,4,50.38,,12017.69,N
LP10183,Male,No,2,Not Graduate,,38,575,2440,926,900,360,0,Urban,Vehicle,1,55.84,11.7,9050.21,Y
LP10184,Female,No,2,Graduate,No,32,458,3442,566,900,60,0,,Debt Consolidation,0,,7.0,17821.08,Y
LP10185,Male,Yes,1,Graduate,Yes,,591,,815,900,240,0,,Vehicle,2,80.56,7.0,6977.69,N
LP10186,Male,No,3+,Not Graduate,Yes,38,352,2589,647,900,360,0,Urban,Education,1,,15.63,11834.68,N
LP10187,Female,No,2,Not Graduate,Yes,38,488,3577,0,900,240,1,,Medical,2,50.26,10.98,9277.45,N
LP10188,Female,No,1,,No,26,495,,0,900,60,0,Semiurban,Business,5,56.0,13.21,20574.65,N
LP10189,Male,No,,Not Graduate,No,36,,3072,0,,60,1,Rural,Home Purchase,3,67.53,11.43,19761.73,N
LP10190,Male,Yes,2,Not Graduate,Yes,,527,1880,0,900,180,1,Rural,Home Purchase,2,63.24,8.99,9123.05,N
LP10191,Male,No,3+,,Yes,39,,3943,2281,900,60,1,Urban,Business,3,,15.43,21614.61,N
LP10192,Female,Yes,2,Graduate,No,27,503,6170,31,900,360,1,Urban,Vehicle,1,73.18,10.61,8306.76,N
LP10193,Male,No,1,Not Graduate,No,,600,3340,0,900,360,0,Rural,Business,0,54.43,12.32,9479.79,Y
LP10194,Female,No,3+,Not Graduate,No,26,508,1979,160,20,360,,Rural,Vehicle,0,37.01,,234.29,N
LP10195,Female,No,3+,Graduate,No,28,300,2771,396,900,,1,Semiurban,Debt Consolidation,2,60.2,16.6,12928.15,N
LP10196,Female,,2,Not Graduate,No,43,554,2911,0,900,240,0,,Home Improvement,0,43.47,16.37,12771.79,N
LP10197,Male,Yes,,Graduate,No,36,456,1138,861,900,240,1,Rural,Education,0,51.1,16.89,13125.97,N
LP10198,,Yes,3+,Not Graduate,No,27,389,2807,0,,360,1,Semiurban,Debt Consolidation,1,27.54,13.83,10542.86,N
LP10199,Male,No,2,Graduate,No,28,567,,957,,360,1,Rural,Home Purchase,0,44.92,11.01,8577.71,Y
LP10200,Female,Yes,2,Graduate,Yes,37,549,4696,1110,900,240,,Urban,Business,0,63.88,15.33,12071.13,N
LP10201,Male,Yes,2,Not Graduate,No,33,510,1842,636,900,360,0,Semiurban,Debt Consolidation,0,59.0,11.93,,N
LP10202,Male,Yes,1,Not Graduate,No,29,531,3406,0,,180,1,,Home Purchase,1,56.66,14.85,12503.95,N
LP10203,Female,No,1,Not Graduate,No,44,497,1458,211,900,120,,,Home Improvement,2,36.19,14.48,14234.89,Y
LP10204,Female,No,0,Not Graduate,No,25,427,2426,837,900,,1,Rural,Home Purchase,3,34.92,9.82,9572.58,Y
LP10205,Male,Yes,2,Not Graduate,No,28,549,4162,548,900,240,0,Urban,Vehicle,3,40.49,11.36,9511.2,N
LP10206,Male,No,3+,Not Graduate,No,33,,3785,1841,900,360,,,Business,2,44.75,20.76,15602.47,Y
LP10207,Female,Yes,1,Graduate,Yes,29,523,2785,0,900,180,0,Urban,Debt Consolidation,0,49.57,16.98,13838.28,N
LP10208,Male,Yes,2,Graduate,No,28,476,1921,718,900,180,0,Rural,Medical,0,49.96,11.93,10761.01,N
LP10209,Male,,1,Not Graduate,No,40,560,,0,900,360,1,Rural,Vehicle,1,59.37,16.84,12714.23,N
LP10210,Male,No,1,Not Graduate,No,42,465,3685,827,900,360,,Urban,Medical,2,56.3,16.73,12633.97,N
LP10211,,No,1,,No,28,461,2518,1573,900,180,1,Rural,Home Improvement,2,47.58,11.41,,N
LP10212,Male,No,2,Graduate,No,39,517,4818,0,900,360,0,,Debt Consolidation,3,40.73,12.41,9542.51,Y
LP10213,,No,1,Not Graduate,No,,454,4786,1606,900,240,1,Rural,Medical,1,32.62,11.47,9579.27,Y
LP10214,Female,No,0,Graduate,No,,480,1748,285,900,60,0,Urban,Education,0,52.98,11.98,20010.91,N
LP10215,Female,No,3+,Not Graduate,,,462,4901,,900,360,1,Semiurban,,2,,,7838.35,N
LP10216,Male,Yes,3+,Not Graduate,,43,559,4567,639,900,240,0,Urban,Education,,48.05,14.92,11797.94,Y
LP10217,Male,No,3+,Not Graduate,No,30,600,4005,0,900,120,0,Urban,,,,10.18,11983.46,N
LP10218,Male,Yes,2,Not Graduate,,28,473,2864,1763,900,240,0,Semiurban,Vehicle,,54.58,13.49,10859.9,N
LP10219,Male,No,0,Not Graduate,Yes,30,462,2911,677,900,240,1,Rural,Home Purchase,0,61.81,,10879.33,Y
LP10220,Male,No,3+,Not Graduate,,33,478,4851,,900,180,0,Rural,Business,2,,,13218.31,N
LP10221,Male,No,3+,Not Graduate,No,43,334,,791,900,240,0,Semiurban,Home Purchase,0,45.59,8.9,8039.74,N
LP10222,Female,No,2,Not Graduate,Yes,31,321,1705,775,900,180,1,Rural,Education,4,39.04,8.4,8809.98,N
LP10223,Male,No,2,Graduate,No,32,520,4394,390,900,180,,,Debt Consolidation,3,71.98,12.87,11310.3,N
LP10224,Male,No,3+,Not Graduate,No,21,496,3884,725,,360,0,Urban,Education,,42.48,13.21,,N
LP10225,Male,No,3+,Graduate,Yes,43,526,2497,140,900,360,0,Rural,Vehicle,1,56.82,14.21,10813.62,Y
