Loan_ID,Gender,Married,Dependents,Education,Self_Employed,Age,Credit_Score,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Purpose,Employment_Years,Debt_to_Income,Interest_Rate,Monthly_Payment,Loan_Status
LP00022,Male,No,1,Not Graduate,Yes,33,754,7974,0,700,120,1,Urban,Debt Consolidation,4,29.3,5.66,7652.46,Y
LP00023,Male,No,2,Graduate,No,21,688,8497,3741,700,120,1,Urban,Home Purchase,16,8.36,6.52,7955.48,Y
LP00024,Male,Yes,1,Graduate,No,45,,9439,2179,700,360,1,Urban,Education,13,14.62,6.68,4507.66,Y
LP00025,Male,No,1,Graduate,,24,707,9970,1739,700,60,0,Rural,Debt Consolidation,2,19.34,5.54,13383.74,N
LP00026,Female,Yes,0,Graduate,No,40,680,7767,1429,700,240,1,Rural,Debt Consolidation,3,28.29,6.23,5108.34,Y
LP00027,Male,Yes,2,Graduate,No,34,785,6343,1281,700,60,1,Rural,Medical,2,26.27,5.59,13399.91,Y
LP00028,Male,Yes,2,Not Graduate,No,42,686,7584,3997,700,180,1,Semiurban,Medical,12,21.69,8.6,6934.27,Y
LP00029,Male,Yes,2,Not Graduate,Yes,48,733,6038,0,700,180,1,Urban,Debt Consolidation,6,18.21,5.17,5597.74,N
LP00030,Male,Yes,2,Graduate,Yes,42,737,4403,0,700,180,1,Semiurban,Education,14,19.91,7.22,6378.21,Y
LP00031,Female,Yes,2,Graduate,No,34,705,4158,4338,700,60,1,Semiurban,Home Improvement,16,32.49,7.56,14046.53,Y
LP00032,Female,Yes,1,Not Graduate,Yes,32,657,10104,4599,700,180,0,Rural,Home Purchase,5,26.25,5.6,5756.8,Y
LP00033,Male,Yes,0,Graduate,No,51,795,7530,3503,700,240,1,Semiurban,Home Improvement,4,17.06,4.84,4558.04,Y
LP00034,Female,Yes,0,Not Graduate,No,37,651,5437,2980,700,360,,Semiurban,,7,22.67,7.06,4685.36,Y
LP00035,Male,No,0,Not Graduate,No,42,723,8960,872,,360,1,Semiurban,Vehicle,6,24.18,6.14,4260.07,Y
LP00036,Female,No,0,Not Graduate,No,33,725,5259,476,700,60,1,Urban,Home Improvement,11,24.11,4.78,13139.43,Y
LP00037,Male,No,2,Not Graduate,No,38,650,5869,2290,,240,1,Semiurban,Debt Consolidation,11,31.39,7.0,5427.09,Y
LP00038,Male,Yes,1,Graduate,No,45,805,7962,2599,700,180,1,Semiurban,Vehicle,8,30.17,6.55,6117.01,Y
LP00039,Female,Yes,0,Not Graduate,No,27,741,6203,1909,700,180,1,Semiurban,Vehicle,11,24.29,8.42,6860.39,N
LP00040,Female,No,0,Not Graduate,No,30,741,5661,86,700,360,1,Semiurban,Vehicle,9,32.54,5.35,3908.9,Y
LP00041,Female,Yes,2,Graduate,No,38,762,11873,4191,700,180,1,Semiurban,Debt Consolidation,6,27.16,6.88,6244.93,Y
LP00042,Female,No,3+,Graduate,No,32,717,5665,0,700,240,1,Urban,Debt Consolidation,9,29.89,6.67,5289.31,Y
LP00043,Male,Yes,2,Graduate,No,35,757,4416,1777,700,240,1,Urban,Home Purchase,12,25.28,7.9,5811.59,Y
LP00044,Female,Yes,0,Graduate,No,37,747,8559,2191,700,360,1,Urban,Vehicle,7,35.48,8.44,5352.66,Y
LP00045,Female,No,0,Graduate,Yes,31,691,11673,3082,700,60,1,Urban,Home Improvement,9,16.78,4.84,13158.61,Y
LP00046,Male,No,1,Graduate,No,37,788,9778,761,700,180,1,Rural,Education,10,33.05,7.09,6327.07,Y
LP00047,Male,Yes,2,Graduate,No,30,680,8638,739,700,60,1,Rural,Business,7,10.4,5.98,13526.45,Y
LP00048,Female,No,1,Graduate,No,31,685,8598,430,700,180,1,Rural,Home Improvement,6,12.66,5.99,5903.22,Y
LP00049,Female,Yes,1,Not Graduate,Yes,37,761,,599,700,360,1,Semiurban,Medical,3,31.57,7.58,4932.9,N
LP00050,Male,No,0,Graduate,Yes,31,744,2500,0,700,120,1,Rural,Debt Consolidation,11,30.88,5.42,7569.12,Y
LP00051,Female,Yes,0,Graduate,No,44,779,4474,1967,700,240,1,Semiurban,Business,8,28.0,7.43,5609.23,N
LP00052,Female,Yes,0,Graduate,No,37,670,6893,4984,700,240,1,Urban,Medical,9,11.22,4.98,4611.96,Y
LP00053,Female,Yes,2,Graduate,No,34,783,3942,4209,700,360,1,Urban,Home Purchase,11,32.26,4.15,3402.72,Y
LP00054,Male,Yes,0,Graduate,No,51,783,4284,2232,700,240,1,Semiurban,Home Improvement,6,19.54,6.37,5165.58,Y
LP00055,Male,Yes,3+,Graduate,No,49,750,13875,826,700,240,1,Urban,,5,28.0,7.08,5460.76,Y
LP00056,Female,No,2,Graduate,No,34,760,8912,1168,700,120,1,Urban,Home Purchase,12,26.21,4.46,7241.2,Y
LP00057,Male,Yes,3+,Graduate,No,47,735,11269,2137,700,180,1,Semiurban,Vehicle,11,27.84,4.11,5216.49,Y
LP00058,Female,No,1,Graduate,Yes,47,697,7873,2759,700,360,1,Semiurban,Business,10,20.48,6.11,4246.49,Y
LP00059,Male,No,3+,Graduate,No,55,749,7604,0,700,240,1,Semiurban,Medical,10,21.12,7.08,5460.76,Y
LP00060,Female,No,0,Graduate,No,40,743,9345,1597,700,360,1,Urban,Medical,10,10.43,6.23,4300.92,Y
LP00061,Female,No,0,Graduate,No,29,801,10155,3866,700,120,1,Rural,Debt Consolidation,5,29.63,5.97,7760.89,Y
LP00062,Male,Yes,1,Graduate,Yes,38,730,5179,98,700,360,1,Urban,Home Improvement,7,24.17,6.25,4310.02,Y
LP00063,Male,Yes,2,Not Graduate,No,41,791,8442,0,700,180,1,Urban,Business,,18.31,8.01,6693.61,Y
LP00064,Male,Yes,2,Graduate,Yes,42,695,6888,1469,700,240,1,Urban,Home Purchase,0,24.71,4.69,4500.66,Y
LP00065,Female,Yes,1,Graduate,No,35,735,11533,2045,700,240,1,Rural,Debt Consolidation,7,17.54,7.48,5630.59,Y
LP00066,Male,No,0,Graduate,No,42,728,6766,3186,700,60,1,Rural,Business,3,14.86,6.02,13539.47,Y
LP00067,Male,Yes,0,Graduate,Yes,35,849,10313,2203,700,360,1,Semiurban,Debt Consolidation,0,18.02,3.74,3237.84,Y
LP00068,Male,Yes,2,Graduate,No,,725,7719,3167,700,240,0,Semiurban,Medical,5,23.58,4.69,4500.66,Y
LP00069,Female,No,1,Graduate,No,39,727,12146,1985,700,240,1,Semiurban,Debt Consolidation,14,29.32,9.31,6438.31,Y
LP00070,Male,Yes,0,Graduate,No,35,748,8171,1933,700,360,1,Semiurban,Home Improvement,7,16.36,7.18,4742.04,Y
LP00071,Male,Yes,3+,Graduate,No,49,786,3756,295,700,120,1,Rural,Education,10,36.31,8.18,8559.66,N
LP00072,Female,Yes,0,Not Graduate,No,33,709,9597,1593,700,120,1,Urban,Home Improvement,13,31.16,7.8,8419.14,Y
LP00073,,Yes,0,Not Graduate,No,47,697,6660,2461,700,180,0,Semiurban,Home Improvement,6,21.98,5.51,5723.3,N
LP00074,Female,Yes,1,Graduate,No,40,697,10169,943,700,120,1,Urban,Education,9,29.24,6.61,7987.59,Y
LP00075,Male,Yes,1,Graduate,No,24,754,13586,495,700,60,1,Semiurban,Education,4,30.9,7.05,13877.36,Y
LP00076,Female,No,2,Graduate,No,50,715,4788,5,700,120,1,Urban,Home Improvement,8,23.38,7.32,8243.51,Y
LP00077,Female,Yes,2,Graduate,No,33,842,7968,4253,700,240,1,Semiurban,Debt Consolidation,6,23.23,6.42,5186.1,Y
LP00078,Male,Yes,2,Graduate,No,45,747,5836,3228,700,120,1,Rural,Education,1,27.4,7.24,8214.44,Y
LP00079,Male,No,0,Graduate,No,51,756,10536,1238,700,60,1,Semiurban,Medical,,28.82,6.99,13857.54,Y
LP00080,Female,Yes,0,Graduate,No,23,780,8709,589,700,240,1,Semiurban,Medical,1,13.97,6.85,5364.25,Y
LP00081,Male,Yes,1,Graduate,No,48,774,9319,4734,700,360,1,Rural,Vehicle,6,31.59,8.33,5298.29,Y
LP00082,Female,No,2,Graduate,Yes,25,790,6940,2321,700,120,1,Semiurban,Vehicle,6,24.43,4.61,7291.86,Y
LP00083,Male,No,0,Graduate,No,48,708,5390,1091,700,120,1,Urban,Home Purchase,12,16.78,4.56,7274.95,Y
LP00084,Female,Yes,1,Graduate,No,34,725,10621,2267,700,360,0,Urban,Business,2,25.29,9.9,6091.34,Y
LP00085,Male,,2,Graduate,No,39,654,6485,2722,700,240,0,Semiurban,Business,8,18.37,6.45,5198.43,Y
LP00086,Female,No,2,Not Graduate,No,31,801,11288,2477,700,180,0,Urban,Home Purchase,12,18.16,8.41,6856.3,Y
LP00087,Female,Yes,3+,Graduate,No,39,751,8982,6400,700,240,1,Rural,Education,6,24.83,6.07,5043.33,Y
LP00088,Female,Yes,0,Graduate,No,33,732,6364,958,700,60,1,Urban,Medical,10,24.19,5.05,13225.9,Y
LP00089,Female,Yes,2,Graduate,No,50,737,7548,79,700,120,1,Urban,Home Purchase,12,18.2,6.25,7859.61,Y
LP00090,Female,Yes,1,Graduate,Yes,34,664,11253,1502,700,180,1,Rural,Vehicle,10,21.92,9.26,7208.54,Y
LP00091,Female,Yes,3+,Not Graduate,No,,712,7314,1785,700,240,1,,Vehicle,10,32.81,5.24,4713.0,N
LP00092,Male,Yes,1,Not Graduate,No,37,734,5008,1942,700,360,1,Urban,Debt Consolidation,9,10.1,4.43,3517.74,Y
LP00093,Female,Yes,2,Graduate,No,46,761,7247,2585,,180,1,Semiurban,Home Purchase,11,35.98,7.36,6433.52,Y
LP00094,Female,Yes,1,,,48,753,12293,618,700,360,1,Urban,Home Improvement,2,23.72,10.39,,Y
LP00095,Male,Yes,2,Graduate,No,38,774,3713,505,700,180,1,Semiurban,Vehicle,9,25.44,6.66,6159.49,Y
LP00096,Female,Yes,2,Not Graduate,No,38,797,10514,3121,700,240,1,Semiurban,Business,10,21.81,6.24,5112.42,Y
LP00097,Female,Yes,2,Graduate,No,35,766,9281,1240,700,240,1,Rural,Vehicle,2,31.37,8.29,5982.05,Y
LP00098,Female,No,0,Graduate,No,39,665,4729,241,700,360,1,Rural,Home Purchase,10,27.93,7.02,4666.52,N
LP00099,Male,Yes,0,Graduate,Yes,35,724,10677,1116,700,360,1,Urban,Home Improvement,6,16.04,8.75,5506.9,Y
LP00100,Female,No,1,Graduate,No,43,793,3941,2774,700,360,1,Semiurban,Education,5,30.48,4.44,3521.89,Y
LP00101,Male,No,3+,Graduate,Yes,30,850,6702,0,700,360,1,Semiurban,Debt Consolidation,9,30.12,4.91,3719.34,Y
LP00102,Female,No,0,Not Graduate,Yes,30,845,2981,2597,700,120,1,Urban,Home Improvement,4,25.11,6.67,8009.04,Y
LP00103,Female,No,0,Graduate,No,35,714,6920,774,700,360,1,Semiurban,Business,7,12.23,8.0,5136.35,Y
LP00104,Female,No,3+,Not Graduate,No,38,745,8956,0,700,360,1,Semiurban,Business,12,29.04,7.56,4923.29,Y
LP00105,Female,No,3+,Graduate,Yes,30,667,9981,2657,700,360,1,Rural,Education,8,28.37,7.32,4808.51,Y
LP00106,Female,Yes,0,Graduate,No,42,771,10478,2031,700,360,1,Semiurban,Business,12,30.45,3.67,3210.11,Y
LP00107,Female,,3+,Graduate,No,35,724,8858,1640,700,360,1,Urban,Home Improvement,4,28.84,6.2,4287.28,Y
LP00108,Male,No,1,,No,39,725,9044,2353,700,240,1,Semiurban,Business,9,22.85,6.44,5194.31,Y
LP00109,Male,Yes,1,Graduate,No,48,733,4124,620,700,240,0,Semiurban,Home Improvement,0,32.79,5.04,4635.17,Y
LP00110,Female,Yes,2,Graduate,No,48,754,12482,830,700,120,1,Semiurban,Home Purchase,12,28.71,6.25,7859.61,N
LP00111,Male,Yes,2,Graduate,No,49,770,7819,2246,700,180,1,Urban,Business,4,18.27,6.8,6213.79,Y
LP00112,Male,No,2,Graduate,No,30,835,2500,2503,700,360,1,Urban,Debt Consolidation,8,17.66,7.05,4680.65,Y
LP00113,Male,No,1,Not Graduate,No,40,733,12378,2305,700,240,1,Semiurban,Home Purchase,1,25.53,7.49,5634.87,Y
LP00114,Male,Yes,2,Graduate,No,36,759,9231,0,700,120,1,Semiurban,Medical,17,32.77,6.89,8087.96,Y
LP00115,Female,Yes,1,Graduate,No,42,676,4528,1726,700,360,1,Urban,Home Purchase,7,34.71,7.31,4803.75,Y
LP00116,Female,,1,Not Graduate,No,37,745,6953,1576,700,180,0,Urban,Medical,3,17.35,3.58,5031.72,Y
LP00117,Female,No,3+,Graduate,No,40,748,2500,1183,700,240,0,Rural,Home Improvement,6,35.28,6.95,5406.1,Y
LP00118,Female,Yes,2,Graduate,No,45,781,6086,0,700,360,1,Semiurban,Business,1,15.47,7.39,4841.88,Y
LP00119,Male,Yes,1,Graduate,No,38,735,8602,2206,700,120,1,Urban,Home Improvement,7,26.35,,7810.16,Y
LP00120,Female,No,1,Graduate,No,45,706,9257,4119,700,180,1,Semiurban,Vehicle,5,22.37,4.75,5444.82,Y
LP00121,Female,No,2,Graduate,No,30,716,9204,636,700,180,1,Urban,Vehicle,10,25.37,9.15,7162.46,Y
LP00122,Female,Yes,1,Graduate,No,30,715,5651,1122,700,180,1,Semiurban,Home Purchase,9,30.55,5.52,5727.02,Y
LP00123,Male,Yes,2,Graduate,No,32,704,10335,1826,700,360,1,Urban,Home Purchase,8,19.71,6.4,4378.54,Y
LP00124,Female,No,2,Graduate,No,53,678,10595,437,700,360,1,Semiurban,Home Improvement,15,11.97,9.4,5834.98,Y
LP00125,Male,Yes,2,Graduate,No,37,724,7399,2604,700,180,1,Urban,Home Purchase,8,28.9,8.55,6913.71,Y
LP00126,Female,,2,Graduate,No,50,809,,3669,700,120,1,Rural,Home Improvement,16,12.05,8.16,8552.23,N
LP00127,Male,Yes,2,Graduate,No,37,750,5521,2217,700,120,0,Urban,Home Purchase,10,16.11,6.63,7994.74,Y
LP00128,Male,Yes,0,Graduate,No,52,850,6018,4901,700,60,0,Rural,Education,14,18.29,5.99,13529.71,Y
LP00129,Female,Yes,3+,Graduate,No,27,757,10185,1513,700,120,1,Semiurban,Debt Consolidation,10,19.95,5.73,7676.86,Y
LP00130,Female,Yes,2,Graduate,No,30,707,7822,3007,700,180,1,Semiurban,Education,6,21.54,7.51,6493.07,Y
LP00131,Female,Yes,1,Graduate,No,43,700,7686,3293,700,180,1,Rural,Education,13,29.02,8.56,6917.82,Y
LP00132,Female,Yes,1,Graduate,No,45,790,5916,3079,700,180,1,Semiurban,Medical,9,29.03,4.33,5294.34,Y
LP00133,Male,No,0,Graduate,No,34,714,7109,938,,180,1,Rural,Home Purchase,11,20.26,,6151.75,Y
LP00134,Female,Yes,2,Graduate,No,45,745,8195,4102,700,240,1,Semiurban,Debt Consolidation,7,25.99,7.45,5617.77,Y
LP00135,Female,No,0,Graduate,No,,815,6715,3793,700,60,1,Urban,Education,10,25.35,5.7,13435.53,Y
LP00136,Male,No,1,Graduate,Yes,31,671,7565,1828,700,360,1,Semiurban,Debt Consolidation,8,14.69,7.97,5121.72,Y
LP00137,Male,No,0,Graduate,No,48,676,7050,4721,700,240,1,Semiurban,Home Purchase,8,24.58,4.09,4275.13,Y
LP00138,Male,No,0,Graduate,No,50,726,5787,2763,700,60,1,Urban,Medical,8,22.57,4.79,13142.62,Y
LP00139,Male,Yes,2,Graduate,Yes,36,703,7498,4525,700,240,1,Urban,Debt Consolidation,12,12.55,5.63,4866.75,Y
LP00140,Female,No,2,Graduate,No,51,695,10421,2125,700,360,0,Rural,Business,3,18.71,5.7,4062.8,Y
LP00141,Male,Yes,3+,Graduate,No,47,742,3218,1212,,60,1,Semiurban,Medical,14,24.7,5.87,13490.69,Y
LP00142,Male,No,2,Graduate,No,42,734,5525,0,700,60,1,Urban,Education,6,24.38,4.87,13168.21,Y
LP00143,Male,Yes,1,Graduate,No,36,767,6285,2986,,,1,Urban,Business,12,18.87,6.56,13715.99,Y
LP00144,Male,,3+,Graduate,Yes,31,665,6561,2932,700,240,1,Urban,Debt Consolidation,5,33.43,6.47,5206.66,Y
LP00145,Male,No,2,Graduate,No,46,751,6322,2835,700,180,1,Semiurban,Home Purchase,2,25.2,5.56,5741.9,N
LP00146,Male,Yes,3+,Graduate,Yes,47,683,8053,0,700,180,1,Urban,Business,2,32.4,6.13,5956.27,Y
LP00147,Female,Yes,2,Not Graduate,No,31,745,7025,3594,700,180,1,Urban,Debt Consolidation,6,35.24,5.3,5645.56,Y
LP00148,Male,No,0,Graduate,No,36,653,7336,5315,700,360,1,Semiurban,Education,17,16.54,5.53,3987.71,Y
LP00149,Male,Yes,1,Graduate,No,45,741,10259,1816,700,180,1,Semiurban,Debt Consolidation,7,23.95,5.99,5903.22,Y
LP00150,Female,No,1,Graduate,No,36,768,6379,2470,700,180,0,Rural,Medical,3,21.62,6.47,6086.21,Y
LP00151,Female,No,0,Graduate,No,42,755,7819,1364,700,360,1,Semiurban,Medical,2,32.18,7.17,4737.31,Y
LP00152,Female,Yes,1,Graduate,No,27,806,7693,3203,700,180,1,Semiurban,Medical,1,24.55,9.57,7339.17,Y
LP00153,Male,Yes,0,Graduate,No,36,724,9706,3026,700,240,0,Semiurban,Home Purchase,9,21.28,6.34,5153.28,Y
LP00154,Male,Yes,0,Graduate,No,36,800,8941,1870,700,360,0,Semiurban,Debt Consolidation,10,18.04,6.52,4433.69,Y
LP00155,Male,Yes,2,Graduate,No,37,690,9598,316,700,360,1,Semiurban,Business,12,18.6,6.21,4291.83,Y
LP00156,Male,,2,Not Graduate,No,29,788,,2268,700,360,1,Semiurban,Debt Consolidation,7,11.11,7.09,4699.5,Y
LP00157,Male,Yes,1,Not Graduate,No,38,705,7500,32,700,120,1,Urban,Home Purchase,7,20.51,7.26,8221.7,Y
LP00158,Male,Yes,3+,Graduate,,31,771,5240,2333,700,120,1,Semiurban,Business,6,16.84,5.89,7732.82,Y
LP00159,Male,,3+,Graduate,Yes,27,650,9042,796,700,240,1,Urban,Home Purchase,5,21.0,,,Y
LP00160,Female,Yes,0,Graduate,No,51,741,7042,1694,700,240,1,Semiurban,Business,11,23.22,6.98,5418.69,Y
LP00161,Female,Yes,2,Graduate,No,44,702,11253,1969,700,360,1,Urban,Medical,8,10.81,8.3,5283.49,Y
LP00162,Female,Yes,3+,Not Graduate,Yes,35,804,2500,1680,700,120,,Semiurban,Home Purchase,5,22.61,5.62,7638.53,Y
LP00163,Male,No,1,Graduate,No,29,,6947,,700,120,1,Semiurban,Business,8,15.14,5.54,7610.72,Y
LP00164,Male,Yes,3+,Graduate,No,33,720,10374,3982,700,240,1,Rural,Business,5,15.46,3.0,3882.18,Y
LP00165,Male,Yes,1,Graduate,Yes,43,,9816,1123,700,180,1,Rural,Medical,0,29.25,6.19,5979.09,Y
LP00166,Female,Yes,2,Graduate,No,29,685,11897,1320,700,360,1,Rural,Business,7,15.78,6.1,4241.96,Y
LP00167,Male,No,0,Graduate,No,41,693,12502,1442,700,240,1,Urban,Business,2,30.05,8.56,6101.37,N
LP00168,Female,No,1,Not Graduate,No,42,759,5140,2877,700,180,1,Semiurban,Business,8,29.16,6.28,6013.41,Y
LP00169,Female,No,1,Graduate,Yes,44,797,2500,3431,700,360,1,Semiurban,Debt Consolidation,4,24.68,8.26,5263.79,Y
LP00170,Male,Yes,0,Graduate,No,34,713,9573,5077,700,240,0,Semiurban,Vehicle,6,14.13,7.96,5837.67,Y
LP00171,,Yes,2,Not Graduate,No,51,699,9841,3246,700,180,1,Urban,Business,9,25.5,8.74,6992.01,Y
LP00172,Male,Yes,2,Graduate,No,39,746,6740,2791,700,240,1,Rural,Debt Consolidation,3,32.83,7.08,5460.76,Y
LP00173,Female,Yes,1,Graduate,No,50,650,8400,3926,700,240,1,Semiurban,Business,14,19.57,7.19,5507.21,Y
LP00174,Male,Yes,3+,Not Graduate,No,34,764,5113,3204,700,240,1,Urban,Medical,17,13.4,5.96,4998.88,Y
LP00175,Male,No,1,,No,25,730,5596,3297,700,120,1,Urban,Education,11,38.24,5.54,7610.72,Y
LP00176,Female,Yes,1,Graduate,Yes,32,703,,1046,700,120,1,Urban,Debt Consolidation,14,36.55,10.32,9375.04,Y
LP00177,Female,Yes,1,Graduate,No,35,741,4846,2134,700,360,1,Urban,Education,6,27.42,9.52,5896.2,Y
LP00178,Female,Yes,1,,No,30,650,7120,1691,700,360,1,Urban,Vehicle,12,17.02,3.58,3174.66,Y
LP00179,Female,No,1,Graduate,No,47,795,6199,2709,700,240,1,Semiurban,Vehicle,7,20.92,7.6,5682.03,Y
LP00180,Male,Yes,2,Graduate,No,35,731,5136,3269,700,360,1,Semiurban,Vehicle,15,23.34,6.48,4415.27,Y
LP00181,Male,Yes,1,Graduate,No,39,781,6367,111,700,180,1,Semiurban,Vehicle,6,16.15,8.71,6979.61,Y
LP00182,Female,Yes,3+,Graduate,No,37,754,7109,1103,700,240,1,Rural,Debt Consolidation,11,19.84,6.62,5268.58,Y
LP00183,Female,Yes,0,Not Graduate,No,23,766,4221,3050,700,60,1,Semiurban,Home Improvement,10,15.54,5.19,13270.88,Y
LP00184,Female,No,2,Graduate,No,44,792,11673,1204,700,360,1,Urban,Education,5,32.33,4.68,3622.05,Y
LP00185,Female,No,1,Graduate,No,34,773,7769,1330,700,60,1,Semiurban,Education,11,28.81,8.65,14412.23,Y
LP00186,Male,Yes,1,Graduate,No,32,778,7251,2884,700,240,1,Urban,Medical,8,15.55,4.61,4470.22,Y
LP00187,Male,Yes,1,Graduate,No,45,824,8411,1137,700,120,1,Semiurban,Debt Consolidation,8,29.51,5.67,7655.94,Y
LP00188,Male,Yes,1,Graduate,No,47,699,6734,1411,700,240,1,Semiurban,Medical,10,12.87,4.45,4409.68,N
LP00189,Male,Yes,0,Graduate,No,42,771,7258,4123,700,180,1,Urban,Medical,12,16.5,6.56,6120.86,Y
LP00190,Male,No,1,Graduate,No,36,850,3879,1865,700,240,1,Rural,Debt Consolidation,9,13.49,4.71,4508.29,Y
LP00191,Female,Yes,3+,Not Graduate,No,46,699,8499,1455,700,360,1,Semiurban,Education,9,22.47,7.73,5005.21,Y
LP00192,Male,Yes,0,Graduate,No,38,721,7870,2502,,360,0,Rural,Medical,14,20.39,3.91,3305.69,Y
LP00193,Male,Yes,1,Graduate,No,44,690,6736,3345,700,120,1,Semiurban,Education,7,16.4,5.76,7687.34,Y
LP00194,Female,No,0,Not Graduate,No,46,704,12791,2320,700,120,1,Urban,Business,5,27.43,8.21,8570.81,Y
LP00195,Male,Yes,2,Graduate,No,21,706,11817,1239,700,180,0,Urban,Business,10,19.88,6.58,6128.58,Y
LP00196,Female,No,2,Graduate,No,42,658,5239,5422,700,240,1,Urban,Medical,5,28.29,5.59,4850.86,Y
LP00197,Male,Yes,3+,Graduate,No,44,755,6508,2285,700,180,1,Urban,Home Improvement,16,20.92,6.67,6163.36,Y
LP00198,Female,No,3+,Graduate,Yes,34,720,6353,442,700,360,1,Urban,Home Improvement,0,23.81,5.44,3948.21,Y
LP00199,Male,Yes,2,Not Graduate,No,34,773,8633,0,700,360,1,Semiurban,Home Purchase,7,5,7.65,4966.6,Y
LP00200,Female,No,1,Graduate,No,43,806,5680,1031,700,360,1,Semiurban,,7,15.46,7.3,4799.0,Y
LP00201,Female,Yes,0,Graduate,No,47,750,8774,1646,700,360,1,Rural,Debt Consolidation,6,14.72,6.39,4373.96,Y
LP00202,Female,Yes,0,Not Graduate,No,44,652,5743,1955,700,180,1,Semiurban,Business,9,28.87,5.61,5760.53,Y
LP00203,Male,Yes,1,Graduate,Yes,43,731,9036,,700,,1,Rural,Debt Consolidation,11,29.53,7.36,5579.38,Y
LP00204,Male,Yes,1,Not Graduate,Yes,29,797,2500,0,700,360,1,Urban,Debt Consolidation,10,18.29,4.97,3744.93,Y
LP00205,Male,Yes,0,Graduate,No,52,656,11169,1241,700,360,1,Semiurban,Home Purchase,9,6.91,9.43,5850.26,Y
LP00206,Male,No,2,Graduate,No,44,722,7666,3604,700,180,1,Semiurban,Medical,7,27.92,4.83,5473.76,Y
LP00207,Female,Yes,0,Graduate,No,47,702,5732,166,700,240,1,Semiurban,Education,8,17.89,8.09,5894.35,Y
LP00208,Male,Yes,0,Graduate,No,40,724,11590,1731,700,360,1,Semiurban,,8,28.88,6.22,4296.37,Y
LP00209,Male,No,3+,Graduate,No,30,783,5259,3264,700,120,1,Urban,Debt Consolidation,12,21.89,7.3,8236.24,Y
LP00210,Male,No,0,Graduate,No,40,762,5785,2978,700,180,1,Semiurban,Vehicle,11,20.6,8.73,,Y
LP00211,Female,No,1,Graduate,No,51,783,11430,,700,180,1,Semiurban,Vehicle,7,25.79,6.59,6132.44,Y
LP00212,Male,Yes,3+,Graduate,No,21,742,7861,0,700,180,1,Urban,Debt Consolidation,10,26.53,6.57,6124.72,Y
